COORD_X,COORD_Y,TRAM,Rang,LATITUDE,LONGITUDE
429455.735,4584496.373,T08497R,30-40 µg/m³,41.40892003854742,2.155967039608534
429410.226,4584558.462,T08498S,40-50 µg/m³,41.40947525503407,2.15541535722927
429558.75,4584442.922,T08499T,20-30 µg/m³,41.40844765997951,2.157205665273833
429497.901,4584525.614,T08500V,30-40 µg/m³,41.40918710061411,2.1564680791304363
429451.339,4584589.047,T08501W,40-50 µg/m³,41.40975433196687,2.1559036444310165
429884.338,4584428.549,T08502X,20-30 µg/m³,41.40834667425092,2.1611024265324885
429996.504,4584491.244,T08503Y,20-30 µg/m³,41.40892112136794,2.1624370443742875
429678.471,4584419.956,T08504Z,20-30 µg/m³,41.40825129651501,2.1586405875534025
429738.127,4584465.173,T08505A,20-30 µg/m³,41.4086637658912,2.159349015932402
429988.09,4584620.585,T08506B,20-30 µg/m³,41.410085315300165,2.162321420121744
429939.54,4584680.847,T08507C,20-30 µg/m³,41.41062384238379,2.161733611327065
429903.702,4584723.714,T08508D,20-30 µg/m³,41.41100680479903,2.161299891378781
429873.696,4584759.647,T08509E,20-30 µg/m³,41.411327822432455,2.1609367428969075
429845.596,4584795.576,T08510X,30-40 µg/m³,41.411648969212315,2.160596394404081
429802.683,4584850.359,T08511Y,30-40 µg/m³,41.412138632151056,2.160076633672651
429754.138,4584911.962,T08512Z,30-40 µg/m³,41.41268922554019,2.159488691859908
429724.053,4584885.691,T08513A,30-40 µg/m³,41.41244998253651,2.1591318050982258
429743.318,4585010.833,T08515C,20-30 µg/m³,41.41357877320489,2.159347759615836
429704.252,4584943.892,T08516D,20-30 µg/m³,41.412972445105886,2.1588881438356786
429638.718,4585029.439,T08517E,20-30 µg/m³,41.413737199373884,2.15809414011297
429565.046,4585108.143,T08518F,20-30 µg/m³,41.4144396024291,2.157203548380126
429508.084,4585131.697,T08519G,20-30 µg/m³,41.4146467497202,2.1565192902217287
429504.87,4584896.801,T08520Z,20-30 µg/m³,41.41253085069931,2.156508206941202
429458.262,4584984.232,T08521A,20-30 µg/m³,41.413314218268226,2.1559403947446896
429565.145,4585036.408,T08522B,20-30 µg/m³,41.41379352174584,2.1572130845498196
429509.291,4584967.078,T08523C,20-30 µg/m³,41.41316419622018,2.156552911891265
429448.482,4584933.447,T08524D,20-30 µg/m³,41.4128559590382,2.1558293074859085
429460.035,4585038.298,T08526F,20-30 µg/m³,41.4138013253004,2.155955303364745
429504.289,4585016.573,T08527G,20-30 µg/m³,41.41360953974906,2.1564873001711367
429445.678,4585112.8,T08528H,20-30 µg/m³,41.41447107542382,2.1557748442692746
429423.965,4584808.678,T08529I,20-30 µg/m³,41.411730060521414,2.1555505385076197
429499.798,4584840.357,T08530B,20-30 µg/m³,41.41202203649193,2.156454102449806
429430.439,4584841.234,T08531C,20-30 µg/m³,41.412023848264,2.1556241953753537
429377.051,4584874.869,T08532D,20-30 µg/m³,41.41232209614016,2.1549815402784955
429338.676,4584929.041,T08533E,20-30 µg/m³,41.41280662916477,2.154516096569837
429281.849,4584989.309,T08534F,20-30 µg/m³,41.41334444103425,2.1538291711267985
429442.34,4584876.418,T08535G,20-30 µg/m³,41.412341781784455,2.155762474844929
428731.548,4584446.654,T08536H,30-40 µg/m³,41.408408356292455,2.147309213220364
428701.317,4584498.397,T08537I,30-40 µg/m³,41.408871703730576,2.1469414568115797
428664.912,4584560.319,T08538J,30-40 µg/m³,41.40942618012907,2.146498633245085
428919.584,4584512.333,T08541E,20-30 µg/m³,41.40901655077195,2.1495510155666286
428843.379,4584615.929,T08542F,20-30 µg/m³,41.40994285603898,2.1486271676939865
428803.559,4584670.38,T08543G,20-30 µg/m³,41.41042974811079,2.148144374259241
428757.632,4584733.881,T08544H,20-30 µg/m³,41.410997606444646,2.1475874458386652
428999.88,4584468.497,T08545I,30-40 µg/m³,41.40862883383147,2.1505167671174936
429065.904,4584507.903,T08546J,30-40 µg/m³,41.40898957735483,2.151302011095074
428972.559,4584513.277,T08548L,30-40 µg/m³,41.409029735872316,2.1501846626931056
429012.252,4584594.202,T08549M,30-40 µg/m³,41.40976210185058,2.150650030372603
429007.66,4584533.53,T08551G,30-40 µg/m³,41.40921524757092,2.1506022120170445
429197.772,4584700.356,T08552H,20-30 µg/m³,41.41073455266596,2.152857074894042
429084.109,4584687.283,T08553I,20-30 µg/m³,41.410606788732885,2.151498781457743
429052.465,4584722.929,T08554J,20-30 µg/m³,41.4109250455316,2.1511160246218517
429115.23,4584747.848,T08555K,20-30 µg/m³,41.41115501901453,2.151864006687209
429105.95,4584793.884,T08556L,20-30 µg/m³,41.41156882855837,2.151747589302501
429019.736,4584794.28,T08557M,20-30 µg/m³,41.411564785903565,2.1507160948321404
428982.461,4584866.283,T08558N,20-30 µg/m³,41.41220999536096,2.150261692577518
428940.004,4584926.789,T08559O,20-30 µg/m³,41.41275119585566,2.149746633899661
428950.662,4585052.603,T08560H,20-30 µg/m³,41.41388529410503,2.1498593714793643
429012.981,4584756.572,T08561I,20-30 µg/m³,41.41122456837955,2.150639703233449
428951.33,4584844.918,T08562J,20-30 µg/m³,41.4120148179701,2.1498917524346894
428904.813,4584914.24,T08563K,20-30 µg/m³,41.412635059831814,2.1493270825563395
428770.273,4584582.202,T08566N,30-40 µg/m³,41.40963261525607,2.1477565338903952
428688.003,4584677.419,T08567O,30-40 µg/m³,41.41048290135163,2.146761080068201
428645.753,4584723.056,T08568P,30-40 µg/m³,41.4108901855473,2.1462502363963463
428771.133,4584464.469,T08571K,30-40 µg/m³,41.40857231759902,2.1477806804374056
428745.077,4584558.756,T08573M,30-40 µg/m³,41.40941921335902,2.147457863749534
428645.83,4584665.207,T08574N,30-40 µg/m³,41.4103691700079,2.1462579793272996
428706.58,4584627.741,T08575O,30-40 µg/m³,41.4100371197273,2.146989180934326
428669.087,4584602.863,T08576P,30-40 µg/m³,41.40980972721618,2.1465435654319873
428707.821,4584803.077,T08577Q,20-30 µg/m³,41.411616409971145,2.146983369266876
428706.049,4584876.837,T08578R,20-30 µg/m³,41.41228057902811,2.1469534781607504
428709.711,4584949.471,T08579S,20-30 µg/m³,41.41293508860943,2.1469887316629443
428698.667,4584998.839,T08580L,20-30 µg/m³,41.4133787462254,2.1468507826508185
428657.043,4584802.414,T08582N,20-30 µg/m³,41.41160593288279,2.1463759492991095
428630.336,4584821.504,T08584P,20-30 µg/m³,41.41177549759817,2.1460541802568485
428627.395,4584858.628,T08585Q,20-30 µg/m³,41.41210959708135,2.1460146154273985
428646.646,4584756.924,T08587S,20-30 µg/m³,41.41119530008122,2.146256926101249
428661.509,4584945.817,T08588T,20-30 µg/m³,41.41289790138491,2.146412471464299
428689.05,4585032.874,T08590N,20-30 µg/m³,41.41368443222006,2.146731711945893
428664.892,4585026.73,T08591O,20-30 µg/m³,41.41362695179443,2.146443405591241
428711.245,4585048.828,T08592P,20-30 µg/m³,41.413830092444925,2.146995377152335
428744.234,4585095.952,T08593Q,20-30 µg/m³,41.41425744458923,2.147384514326015
428706.309,4585097.612,T08594R,20-30 µg/m³,41.414269032012434,2.1469305729222525
428667.685,4585147.677,T08595S,20-30 µg/m³,41.41471651944435,2.1464625609161536
428634.058,4585190.337,T08596T,20-30 µg/m³,41.4150977548874,2.1460552024112753
428728.564,4585153.633,T08597U,20-30 µg/m³,41.41477556409911,2.147190238494443
428664.07,4585187.631,T08598V,20-30 µg/m³,41.41507604771106,2.146414598396573
428759.359,4585036.412,T08599W,20-30 µg/m³,41.41372253311205,2.147572485421822
428823.736,4585013.977,T08601Z,20-30 µg/m³,41.41352617429193,2.1483453439621214
428852.793,4584992.022,T08602A,20-30 µg/m³,41.4133310073954,2.148695568496291
428760.683,4585154.813,T08604C,20-30 µg/m³,41.41478903974071,2.147574383735672
428772.358,4585236.774,T08605D,20-30 µg/m³,41.41552826363234,2.1477044178522218
428800.63,4585335.024,T08606E,20-30 µg/m³,41.416415666302164,2.1480311150721394
428784.176,4585174.344,T08607F,20-30 µg/m³,41.41496702966449,2.147853164014305
428783.652,4585211.236,T08609H,20-30 µg/m³,41.41529925431954,2.147842551655398
428698.876,4585214.359,T08610A,20-30 µg/m³,41.41531986464179,2.146827882512075
428749.789,4585254.016,T08611B,20-30 µg/m³,41.415681554519196,2.1474323596707223
428669.378,4585237.624,T08612C,20-30 µg/m³,41.41552678511295,2.1464722108778114
428731.229,4585262.187,T08615F,20-30 µg/m³,41.41575350155057,2.147209334902082
428475.717,4585406.589,T08616G,20-30 µg/m³,41.41703136862212,2.1441351722927364
428476.51,4585608.841,T08617H,20-30 µg/m³,41.41885303723952,2.144120744794545
428453.864,4585382.132,T08618I,20-30 µg/m³,41.416809149383134,2.143876598423018
428386.598,4585422.244,T08619J,20-30 µg/m³,41.41716442933597,2.1430670288029363
428347.142,4585498.045,T08620C,20-30 µg/m³,41.417843619342186,2.1425859659661852
428380.154,4585578.885,T08621D,20-30 µg/m³,41.41857465371128,2.142971380425119
428416.512,4585630.935,T08622E,20-30 µg/m³,41.4190466856558,2.1434002463775323
428095.446,4585505.989,T08627J,30-40 µg/m³,41.41789268430464,2.1395734967101685
428185.645,4585458.484,T08628K,20-30 µg/m³,41.41747289354412,2.140658362247491
428123.903,4585378.143,T08629L,20-30 µg/m³,41.41674377664853,2.1399291742903293
428067.219,4585433.9,T08630E,30-40 µg/m³,41.41724088367958,2.1392443353668082
428121.537,4585410.838,T08631F,20-30 µg/m³,41.417038034753084,2.139896980701514
428047.97,4585365.165,T08632G,30-40 µg/m³,41.41662009405336,2.1390222005932635
428315.772,4585428.471,T08633H,20-30 µg/m³,41.41721419820203,2.142218871132267
428350.203,4585443.907,T08634I,20-30 µg/m³,41.41735629443114,2.142629003455422
428441.024,4585295.458,T08635J,20-30 µg/m³,41.41602736997734,2.1437332242181615
428334.472,4585343.676,T08636K,20-30 µg/m³,41.416452153727185,2.1424526593244617
428439.452,4585662.071,T08640G,20-30 µg/m³,41.4193291576585,2.143671043294423
428354.71,4585648.047,T08642I,20-30 µg/m³,41.41919529792518,2.142658748683174
428321.804,4585715.286,T08643J,20-30 µg/m³,41.41979795589942,2.142257053754105
428391.979,4585750.376,T08644K,20-30 µg/m³,41.4201202535552,2.143092563797741
428437.698,4585751.429,T08645L,20-30 µg/m³,41.42013381072114,2.1436394833590984
428363.736,4585802.301,T08646M,20-30 µg/m³,41.42058540210003,2.1427484759022635
428320.096,4585800.056,T08647N,20-30 µg/m³,41.42056129031129,2.142226570228383
428286.1,4585775.69,T08648O,20-30 µg/m³,41.42033880272419,2.141822682593033
428298.41,4585838.552,T08649P,20-30 µg/m³,41.42090607214902,2.141962523847907
428353.059,4585751.17,T08650I,20-30 µg/m³,41.420123935219486,2.1426267781323247
428015.369,4585440.435,T08652K,30-40 µg/m³,41.41729509846548,2.138623182074469
428038.522,4585500.932,T08653L,30-40 µg/m³,41.417842042332566,2.138893006419111
428069.823,4585585.221,T08654M,30-40 µg/m³,41.41860399914962,2.139257496861516
428113.893,4585703.046,T08655N,30-40 µg/m³,41.41966914138586,2.139770793485979
427581.169,4585585.041,T08658Q,20-30 µg/m³,41.41855848625967,2.1334107477962383
427622.307,4585632.006,T08659R,20-30 µg/m³,41.41898518544351,2.1338973456029486
427666.882,4585672.726,T08660K,20-30 µg/m³,41.41935594610103,2.1344258210164577
427623.301,4585555.143,T08661L,20-30 µg/m³,41.418293004460985,2.133918436441553
427684.122,4585621.698,T08662M,20-30 µg/m³,41.41889791156153,2.134638201955337
427731.473,4585496.136,T08663N,20-30 µg/m³,41.41777129070511,2.135219763898026
427668.519,4585563.81,T08664O,20-30 µg/m³,41.418375135872424,2.1344584330445886
427629.351,4585601.575,T08665P,20-30 µg/m³,41.41871174156274,2.133985269039897
427668.242,4585520.933,T08666Q,20-30 µg/m³,41.41798893697118,2.1344602461422686
427704.536,4585561.862,T08667R,20-30 µg/m³,41.41836083241784,2.134889609618774
428000.961,4585521.559,T08668S,30-40 µg/m³,41.41802445607677,2.138441136646592
427998.733,4585576.553,T08670M,30-40 µg/m³,41.418519563317496,2.1384079323348364
427965.883,4585608.896,T08671N,20-30 µg/m³,41.418807918280564,2.13801102867542
427934.916,4585639.506,T08672O,20-30 µg/m³,41.41908083234236,2.137636858369328
427939.396,4585553.985,T08673P,20-30 µg/m³,41.41831098413264,2.137700651108357
427910.855,4585581.932,T08674Q,20-30 µg/m³,41.41856013040968,2.137355827023686
427966.258,4585676.821,T08675R,20-30 µg/m³,41.41941972247479,2.138007425924991
427837.372,4585599.582,T08676S,20-30 µg/m³,41.418712500226526,2.136474493526789
427950.981,4585460.892,T08677T,30-40 µg/m³,41.41747357516519,2.137850354478553
427883.467,4585527.929,T08678U,20-30 µg/m³,41.418071291625886,2.1370345669424187
427845.9,4585564.327,T08679V,20-30 µg/m³,41.418395739879884,2.1365807373622046
427805.429,4585603.04,T08680O,20-30 µg/m³,41.41874077554792,2.136091880364474
427645.186,4585673.653,T08683R,20-30 µg/m³,41.419362341774544,2.134166113409543
427593.563,4585727.654,T08685T,20-30 µg/m³,41.41984405416656,2.1335419697655205
427751.774,4585427.204,T08686U,20-30 µg/m³,41.41715227629712,2.135470896691279
427892.08,4585623.745,T08688W,20-30 µg/m³,41.41893503700714,2.137126198355877
427906.127,4585809.196,T08690Q,20-30 µg/m³,41.42060657247602,2.137272166570992
428009.233,4585767.351,T08693T,20-30 µg/m³,41.42023893786426,2.1385108551188914
428812.168,4585523.664,T08694U,20-30 µg/m³,41.418115691006825,2.1481469631059618
428855.599,4585505.472,T08695V,20-30 µg/m³,41.41795568966591,2.1486687549775154
428886.943,4585493.354,T08696W,20-30 µg/m³,41.41784932235535,2.149045209893245
428766.669,4585410.211,T08697X,20-30 µg/m³,41.41708983478536,2.1476159282248357
428806.672,4585393.475,T08698Y,20-30 µg/m³,41.416942645651154,2.1480965264559964
428839.741,4585379.871,T08699Z,20-30 µg/m³,41.41682304911537,2.148493790435958
428937.954,4585697.502,T08700B,20-30 µg/m³,41.41969251201034,2.14963156936018
429020.982,4585681.25,T08701C,20-30 µg/m³,41.41955347570007,2.150626931551696
428972.462,4585650.175,T08702D,20-30 µg/m³,41.419269308412325,2.150050025762131
429031.626,4585638.848,T08703E,20-30 µg/m³,41.4191725184838,2.1507592652751573
428716.549,4585340.257,T08704F,20-30 µg/m³,41.41645534366397,2.147024495394757
428767.999,4585476.211,T08705G,20-30 µg/m³,41.41768438730685,2.1476240691830735
428767.908,4585348.769,T08708J,20-30 µg/m³,41.41653656195201,2.14763798791689
428814.895,4585456.503,T08709K,20-30 µg/m³,41.41751104128213,2.1481874955994438
428933.193,4585734.969,T08711E,20-30 µg/m³,41.420029540682805,2.149570200098993
428847.376,4585442.444,T08712F,20-30 µg/m³,41.417387294413096,2.148577781076172
428883.367,4585526.383,T08713G,20-30 µg/m³,41.41814648445398,2.1489985398477462
428917.993,4585605.147,T08714H,20-30 µg/m³,41.41885894311114,2.1494035840413925
428948.892,4585674.849,T08715I,20-30 µg/m³,41.419489453091224,2.149765106957157
428971.518,4585728.422,T08716J,20-30 µg/m³,41.419973963404196,2.1500295414156394
428913.125,4585514.108,T08717K,20-30 µg/m³,41.41803856173242,2.149356037322337
428939.916,4585575.817,T08718L,20-30 µg/m³,41.418596718964245,2.149669341740859
428987.396,4585585.36,T08720F,20-30 µg/m³,41.41868686633357,2.1502363241834517
429024.96,4585524.293,T08721G,20-30 µg/m³,41.41814017973825,2.150692947558396
429000.421,4585411.161,T08723I,20-30 µg/m³,41.417119078200805,2.15041261730988
429030.005,4585579.137,T08726L,20-30 µg/m³,41.41863458280902,2.150746875994533
429073.857,4585649.712,T08727M,20-30 µg/m³,41.41927409492729,2.151263293940846
429089.764,4585690.256,T08728N,20-30 µg/m³,41.41964066210716,2.151448871351668
428909.55,4585547.136,T08731I,20-30 µg/m³,41.41833571504153,2.1493093806242602
428881.301,4585430.251,T08732J,20-30 µg/m³,41.41728048029818,2.1489851229408408
429068.598,4585432.059,T08733K,20-30 µg/m³,41.41731331889128,2.151225892925903
429006.152,4585447.058,T08734L,20-30 µg/m³,41.4174428941778,2.1504769746167995
429034.003,4585446.979,T08735M,20-30 µg/m³,41.41744464278041,2.1508102179844246
429005.276,4585488.883,T08736N,20-30 µg/m³,41.41781951747146,2.1504615843550465
428996.621,4585430.951,T08738P,20-30 µg/m³,41.41729698289622,2.1503648279694203
429038.502,4585462.987,T08739Q,20-30 µg/m³,41.41758921762759,2.150862170042771
428854.17,4585367.104,T08742L,20-30 µg/m³,41.41670933961586,2.148667931663869
428911.785,4585373.548,T08743M,20-30 µg/m³,41.4167724770074,2.149356523361769
429004.504,4585386.554,T08744N,20-30 µg/m³,41.4168978137241,2.1504643577781883
429111.631,4585389.179,T08745O,20-30 µg/m³,41.41693091349359,2.1517458022293883
429158.655,4585381.156,T08746P,20-30 µg/m³,41.41686280046463,2.1523093745136803
429114.488,4585409.176,T08747Q,20-30 µg/m³,41.417111270411816,2.1517776422804604
428906.753,4585462.185,T08748R,20-30 µg/m³,41.41757034890758,2.149285899124015
427774.362,4585352.369,T08753O,20-30 µg/m³,41.416480301069676,2.135750092643624
427688.034,4585451.534,T08754P,20-30 µg/m³,41.41736567245726,2.1347053527258018
427624.147,4585511.303,T08755Q,20-30 µg/m³,41.4178982334337,2.1339338045616514
427577.98,4585536.145,T08756R,20-30 µg/m³,41.418117814572426,2.1333784458117258
429492.968,4583100.741,T08757S,30-40 µg/m³,41.39635336567516,2.15657502852418
430007.535,4583429.307,T08758T,30-40 µg/m³,41.39935759680922,2.1626918091953287
430182.203,4584419.692,T08759U,30-40 µg/m³,41.408292829567685,2.1646668845113046
430225.594,4584454.274,T08760N,30-40 µg/m³,41.40860806486313,2.1651819947396516
430265.001,4584485.88,T08761O,30-40 µg/m³,41.40889614849161,2.1656497908379984
430134.966,4584556.936,T08763Q,30-40 µg/m³,41.40952483213563,2.1640859313102583
430134.874,4584490.124,T08764R,30-40 µg/m³,41.40892307275887,2.1640925443937244
430172.295,4584518.717,T08765S,30-40 µg/m³,41.40918385125239,2.164536926166503
430208.77,4584548.298,T08766T,20-30 µg/m³,41.40945344447039,2.164969880118122
430178.883,4584470.319,T08767U,30-40 µg/m³,41.408748520284085,2.1646213253055624
430219.006,4584502.672,T08768V,20-30 µg/m³,41.409043396290045,2.165097599534181
430069.064,4584626.008,T08769W,30-40 µg/m³,41.41014120740447,2.1632895319965733
430038.043,4584558.06,T08771Q,20-30 µg/m³,41.40952652518097,2.1629262655801105
429866.348,4585015.096,T08773S,20-30 µg/m³,41.41362791427986,2.160819222057722
429789.967,4584980.427,T08774T,20-30 µg/m³,41.41330899461181,2.1599094064838473
428895.43,4585753.309,T08776V,20-30 µg/m³,41.42019138050315,2.1491161960990306
432652.762,4585233.158,T08777W,20-30 µg/m³,41.41583026491001,2.194132415988364
432724.506,4585303.859,T08778X,20-30 µg/m³,41.4164730566681,2.194982950300094
432552.976,4584949.248,T08779Y,30-40 µg/m³,41.41326480576955,2.1929701570198574
432649.878,4585042.238,T08780R,30-40 µg/m³,41.414110465003425,2.1941191649702922
432746.231,4585136.994,T08781S,30-40 µg/m³,41.41497197279075,2.1952614378611646
432551.611,4584758.594,T08782T,20-30 µg/m³,41.41154752850655,2.1929750796665686
432647.217,4584852.805,T08783U,20-30 µg/m³,41.41240407624049,2.1941084163868885
432735.63,4585051.447,T08784V,30-40 µg/m³,41.414200589566356,2.1951441131571205
432651.802,4585136.948,T08785W,30-40 µg/m³,41.41496365039292,2.194131640898553
432647.897,4584947.684,T08786X,30-40 µg/m³,41.41325867975778,2.1941059898616593
432554.97,4585044.308,T08787Y,20-30 µg/m³,41.41412114948822,2.192983416413853
432646.697,4584758.876,T08788Z,20-30 µg/m³,41.41155804237009,2.1941126511490987
432349.145,4584574.306,T08791U,20-30 µg/m³,41.40987068652045,2.190573394874801
432384.071,4584641.967,T08792V,20-30 µg/m³,41.41048302739838,2.190983675638313
432426.691,4584722.15,T08793W,20-30 µg/m³,41.411208795556156,2.191484615443984
432477.016,4584738.114,T08795Y,30-40 µg/m³,41.41135680791489,2.192084915634603
432422.559,4584630.728,T08796Z,20-30 µg/m³,41.410385038025595,2.191445391012159
432470.434,4584677.939,T08797A,20-30 µg/m³,41.41081427696404,2.1920128851205813
432563.976,4584537.115,T08799C,20-30 µg/m³,41.40955377122529,2.193147697055744
432471.168,4584636.139,T08802G,20-30 µg/m³,41.410437858691814,2.1920263314923565
432420.109,4584661.975,T08803H,20-30 µg/m³,41.410666264262346,2.191412590074646
432394.695,4584574.041,T08804I,20-30 µg/m³,41.40987213225098,2.191118367400103
432442.734,4584523.0,T08805J,20-30 µg/m³,41.40941646050881,2.191698786234859
432475.646,4584488.303,T08806K,20-30 µg/m³,41.409106720604065,2.192096401988492
432453.697,4584495.047,T08808M,20-30 µg/m³,41.40916561761054,2.191833062715939
432483.313,4584523.243,T08809N,20-30 µg/m³,41.4094220587365,2.1921842276310377
432519.745,4584556.158,T08810G,20-30 µg/m³,41.409721573680294,2.192616412895411
432525.614,4584435.768,T08812I,30-40 µg/m³,41.40863774966102,2.1927000511530785
432558.042,4584401.925,T08813J,30-40 µg/m³,41.40833565728405,2.1930917719660403
432557.723,4584446.074,T08814K,30-40 µg/m³,41.408733267441434,2.1930830353960995
432583.781,4584489.16,T08815L,30-40 µg/m³,41.409123516187684,2.193389978129231
432539.55,4584508.203,T08816M,20-30 µg/m³,41.409291319811345,2.1928586980977722
432486.295,4584562.506,T08817N,20-30 µg/m³,41.40977593924565,2.1922155223099486
432445.715,4584562.263,T08818O,20-30 µg/m³,41.4097703410424,2.1917300663113117
432482.365,4584595.252,T08819P,20-30 µg/m³,41.41007054248432,2.1921648515662433
432479.464,4584357.866,T08820I,30-40 µg/m³,41.407932234307985,2.192156632206543
432434.94,4584402.354,T08821J,20-30 µg/m³,41.40832918318492,2.191619012721752
432380.871,4584504.124,T08822K,20-30 µg/m³,41.409241248196835,2.190960795160608
432766.279,4584830.154,T08823L,30-40 µg/m³,41.412210034404936,2.1955354028390266
432718.602,4584876.035,T08824M,30-40 µg/m³,41.41261928103115,2.1949598901619027
432747.243,4585233.254,T08825N,20-30 µg/m³,41.41583904212114,2.195262844575145
432090.46,4584683.974,T08826O,30-40 µg/m³,41.410836617630814,2.18746627974168
432143.132,4584734.865,T08827P,30-40 µg/m³,41.4112994255818,2.188090729195196
432246.862,4584835.342,T08828Q,30-40 µg/m³,41.41221314165779,2.189320490864249
432294.427,4584821.389,T08830K,30-40 µg/m³,41.41209147967683,2.189891122118124
432336.903,4584977.858,T08831L,30-40 µg/m³,41.41350432458711,2.19038180726495
432363.233,4584948.237,T08833N,30-40 µg/m³,41.41323975378721,2.190700138413044
432380.395,4585020.189,T08834O,20-30 µg/m³,41.413889247305875,2.1908974267314902
432336.137,4585072.88,T08835P,30-40 µg/m³,41.41436009362987,2.1903620150432688
432363.651,4584854.872,T08836Q,30-40 µg/m³,41.412398879278946,2.190715576887126
432269.029,4584951.017,T08837R,30-40 µg/m³,41.413256858732346,2.189572748345094
432159.612,4584937.536,T08838S,30-40 µg/m³,41.41312621089899,2.188265169284607
432206.079,4584983.296,T08839T,30-40 µg/m³,41.413542277875976,2.1888159826470606
432112.336,4584922.598,T08840M,30-40 µg/m³,41.41298767699919,2.1877012255215
432086.306,4584948.247,T08841N,30-40 µg/m³,41.41321649022037,2.1873869187197914
432060.661,4584970.643,T08842O,30-40 µg/m³,41.41341603636457,2.187077581253132
432093.378,4584980.682,T08843P,30-40 µg/m³,41.41350921955289,2.187467889163672
432128.773,4584968.466,T08844Q,30-40 µg/m³,41.41340218385231,2.1878927352412503
432176.049,4584983.404,T08845R,30-40 µg/m³,41.41354071683978,2.188456682997602
432149.904,4585011.244,T08846S,20-30 µg/m³,41.41378925603761,2.1881407544977813
432045.711,4585007.68,T08847T,30-40 µg/m³,41.41374835285856,2.186894555531437
432046.915,4585051.882,T08848U,40-50 µg/m³,41.41414656795616,2.186903995739337
431999.385,4585102.043,T08849V,30-40 µg/m³,41.41459433163957,2.186329689976171
431920.784,4585027.326,T08854S,20-30 µg/m³,41.41391472504612,2.185397678576832
431936.979,4584907.265,T08855T,20-30 µg/m³,41.41283474595831,2.185604948021042
431877.001,4584946.546,T08856U,20-30 µg/m³,41.41318345558651,2.1848829394919065
431819.619,4584984.293,T08857V,20-30 µg/m³,41.41351856459163,2.184192155406994
431773.531,4585015.393,T08858W,20-30 µg/m³,41.41379476088601,2.1836372389970986
432047.307,4585124.544,T08859X,40-50 µg/m³,41.41480104446317,2.186900524109447
431900.501,4585134.328,T08860Q,20-30 µg/m³,41.41487673892007,2.1851429609689217
431853.753,4585182.75,T08861R,20-30 µg/m³,41.41530889729535,2.1845781889541422
431825.056,4585213.417,T08862S,20-30 µg/m³,41.41558267091845,2.184231384795861
431881.336,4585098.986,T08863T,20-30 µg/m³,41.41455680075151,2.184917640408842
431860.252,4585057.648,T08864U,20-30 µg/m³,41.414182695414475,2.184670037690928
431790.126,4585139.238,T08865V,20-30 µg/m³,41.414911600957865,2.1838218235742293
431750.738,4585157.973,T08866W,20-30 µg/m³,41.41507699683194,2.183348451305555
431699.554,4585182.28,T08867X,20-30 µg/m³,41.415291573426735,2.1827333133558398
431740.897,4585037.196,T08868Y,20-30 µg/m³,41.41398836225629,2.1832443354787547
431704.554,4585061.375,T08869Z,20-30 µg/m³,41.414203046919454,2.1828067855027915
431659.976,4585090.927,T08870S,20-30 µg/m³,41.41446542247613,2.1822700986322094
431672.621,4585120.43,T08871T,20-30 µg/m³,41.41473222144827,2.1824180567709086
431655.475,4585014.637,T08872U,20-30 µg/m³,41.41377792087219,2.182224865135983
431691.792,4585091.334,T08873V,20-30 µg/m³,41.414471793122544,2.182650713256181
431714.016,4585138.158,T08874W,20-30 µg/m³,41.41489541015176,2.182911325685512
431752.059,4585216.231,T08875X,20-30 µg/m³,41.41560181962397,2.1833576840035165
431697.752,4584989.862,T08876Y,20-30 µg/m³,41.41355837476262,2.182733477402225
431748.754,4585097.711,T08877Z,20-30 µg/m³,41.41453406831639,2.183331512339663
431791.866,4585187.999,T08878A,20-30 µg/m³,41.41535092296667,2.183837144056237
431730.829,4584969.679,T08879B,20-30 µg/m³,41.41337940355441,2.1831314971532594
431782.269,4585078.723,T08880U,20-30 µg/m³,41.41436589526268,2.1837346421494574
431823.315,4585164.656,T08881V,20-30 µg/m³,41.41514334887008,2.18421604966249
431764.394,4584948.254,T08882W,20-30 µg/m³,41.41318928608767,2.1835354933455298
431807.718,4585039.943,T08883X,20-30 µg/m³,41.414018776298136,2.1840434960021278
431837.882,4585102.511,T08884Y,20-30 µg/m³,41.414584864828576,2.184397339542005
431859.403,4585148.322,T08885Z,20-30 µg/m³,41.41499929463226,2.1846496668513846
431818.836,4584913.034,T08886A,20-30 µg/m³,41.412876691465534,2.1841908178576306
431872.154,4585001.998,T08887B,20-30 µg/m³,41.41368248295678,2.184818704660153
431903.706,4585054.123,T08888C,20-30 µg/m³,41.414154630071785,2.1851903352479005
431922.434,4585084.992,T08889D,20-30 µg/m³,41.414434243845776,2.1854109306796157
431941.129,4585116.118,T08890W,20-30 µg/m³,41.41471616912169,2.18563110425009
431976.952,4585176.207,T08891X,30-40 µg/m³,41.415260404340614,2.186052951756951
431925.631,4584971.875,T08892Y,20-30 µg/m³,41.41341570634089,2.185461909127211
431899.172,4585232.158,T08893Z,20-30 µg/m³,41.41575774925636,2.1851160470602613
431793.188,4585246.257,T08894A,20-30 µg/m³,41.4158757458159,2.18384639265688
431640.806,4585120.023,T08896C,20-30 µg/m³,41.41472585010374,2.182037452626606
431658.16,4585164.552,T08897D,20-30 µg/m³,41.41512838403281,2.1822400538823086
