COORD_X,COORD_Y,TRAM,Rang,LATITUDE,LONGITUDE
429697.963,4581177.597,T01736L,40-50 µg/m³,41.37905021174349,2.1592501636122163
429793.459,4581270.952,T01737M,40-50 µg/m³,41.37989936772537,2.160381278469204
429889.128,4581365.348,T01738N,40-50 µg/m³,41.38075790376451,2.1615143710872187
429695.846,4580988.927,T01739O,30-40 µg/m³,41.37735073763675,2.1592467341147286
429791.513,4581082.278,T01740H,30-40 µg/m³,41.37819987251635,2.1603798650803174
429887.219,4581175.627,T01741I,30-40 µg/m³,41.37904898177538,2.161513492116261
429985.023,4581272.087,T01742J,30-40 µg/m³,41.37992628236076,2.1626718772008036
429884.099,4580986.981,T01743K,30-40 µg/m³,41.37734963594562,2.161498007473667
429979.189,4581080.666,T01744L,30-40 µg/m³,41.378201706952616,2.1626242298753606
429885.236,4581081.188,T01746N,20-30 µg/m³,41.37819822728913,2.1615007050872768
429790.375,4580988.071,T01747O,30-40 µg/m³,41.377351281197015,2.1603771700800793
429697.032,4581083.503,T01748P,40-50 µg/m³,41.37820265650017,2.1592499455874985
429603.477,4581178.611,T01749Q,40-50 µg/m³,41.37905108364873,2.158120194255833
429794.12,4581365.403,T01751K,40-50 µg/m³,41.380750114680026,2.160378240753018
429633.319,4580956.515,T01752L,40-50 µg/m³,41.377053348031666,2.1585028264870543
429508.11,4581084.904,T01755O,40-50 µg/m³,41.3781987466864,2.156990707183612
429985.505,4581362.612,T01757Q,40-50 µg/m³,41.38074165386006,2.1626671824035952
429883.903,4580892.409,T01758R,30-40 µg/m³,41.37649783903135,2.1615066038971853
429788.934,4580893.366,T01759S,30-40 µg/m³,41.37649817799121,2.160370909556065
429694.405,4580894.221,T01760L,40-50 µg/m³,41.37649762550226,2.159240488480311
429518.521,4580883.735,T01761M,30-40 µg/m³,41.37638779580504,2.1571385918956563
429472.049,4580931.275,T01762N,40-50 µg/m³,41.37681190128468,2.1565773768863656
429413.358,4580991.402,T01763O,40-50 µg/m³,41.37734829910547,2.1558685796269588
429551.377,4580945.08,T01764P,30-40 µg/m³,41.376943187154055,2.157524333680563
429281.711,4580840.812,T01766R,40-50 µg/m³,41.37598042672504,2.1543119737232197
429600.463,4580895.171,T01767S,30-40 µg/m³,41.37649796889528,2.158117075571342
429695.358,4581466.733,T01769U,40-50 µg/m³,41.38165413676611,2.159185470303642
428822.4,4580923.391,T01770N,30-40 µg/m³,41.37668369244035,2.1488101638017088
428724.01,4580924.051,T01772P,30-40 µg/m³,41.37668092807465,2.1476335969121165
428628.448,4581021.956,T01773Q,30-40 µg/m³,41.377554253774285,2.1464793950181686
428828.379,4581208.218,T01774R,30-40 µg/m³,41.379249558372756,2.1488482105826403
428734.913,4581303.709,T01775S,30-40 µg/m³,41.3801013391988,2.147719326651832
428633.37,4581116.96,T01776T,30-40 µg/m³,41.378410357573145,2.1465270634656304
428733.405,4581209.388,T01777U,30-40 µg/m³,41.37925168990584,2.1477123855703675
428542.364,4581209.636,T01778V,30-40 µg/m³,41.37923698037666,2.1454279126019293
428640.675,4581304.29,T01779W,30-40 µg/m³,41.380098219808275,2.146592357433
428735.635,4581397.722,T01780P,30-40 µg/m³,41.380948144705066,2.147716904811914
428639.167,4581209.968,T01781Q,30-40 µg/m³,41.37924856158088,2.146585431139276
428630.527,4581410.647,T01782R,30-40 µg/m³,41.3810552389811,2.1464584817455594
428737.858,4581489.876,T01783S,30-40 µg/m³,41.38177833968922,2.147732650813612
428644.804,4581584.989,T01784T,30-40 µg/m³,41.38262674067174,2.146608679626818
428632.75,4581502.8,T01785U,30-40 µg/m³,41.38188542496226,2.14647421185853
428875.514,4581636.461,T01786V,30-40 µg/m³,41.383110759358715,2.1493615828726993
429890.572,4581460.123,T01789Y,40-50 µg/m³,41.38161163715449,2.161520673816476
429791.991,4581560.681,T01790R,40-50 µg/m³,41.38250873359592,2.160330156989462
429688.52,4581666.475,T01791S,40-50 µg/m³,41.38345254881979,2.159080521936792
429590.505,4581767.155,T01792T,30-40 µg/m³,41.3843507674431,2.157896692515896
429399.496,4581674.98,T01793U,40-50 µg/m³,41.383503839017905,2.15562318725935
429495.534,4581768.394,T01794V,40-50 µg/m³,41.38435360917991,2.156760805375015
429398.807,4581580.827,T01795W,30-40 µg/m³,41.38265577470886,2.1556259181199353
429592.173,4581572.967,T01796X,40-50 µg/m³,41.382601927656125,2.1579392044848653
429493.936,4581673.444,T01797Y,40-50 µg/m³,41.383498286858305,2.1567527439709
429886.727,4581654.408,T01799A,40-50 µg/m³,41.38336116340004,2.16145221362641
429783.518,4581759.637,T01800C,30-40 µg/m³,41.384299924771554,2.16020577676441
429691.786,4581567.236,T01801D,40-50 µg/m³,41.382559021724305,2.159131093962048
429786.994,4581660.53,T01802E,40-50 µg/m³,41.38340760438054,2.1602588302683676
429858.849,4581730.93,T01803F,50-60 µg/m³,41.384047941729854,2.1611099715223068
429907.288,4581777.705,T01804G,50-60 µg/m³,41.38447345046156,2.1616838325922885
429588.907,4581672.205,T01805H,40-50 µg/m³,41.383495445059815,2.1578886162239925
429685.044,4581765.581,T01806I,40-50 µg/m³,41.3843448595014,2.159027452400889
429957.146,4580896.18,T01808K,30-40 µg/m³,41.376538181705214,2.162381965203728
429950.456,4580863.801,T01809L,30-40 µg/m³,41.376245971961836,2.1623057119862734
429998.203,4580910.496,T01810E,30-40 µg/m³,41.37667069399873,2.1628712478883774
429908.588,4581249.37,T01812G,30-40 µg/m³,41.37971502292867,2.1617604914504898
429861.496,4581297.004,T01813H,30-40 µg/m³,41.380139943303305,2.1611918522400013
429813.248,4581155.772,T01814I,30-40 µg/m³,41.37886370532413,2.16063125514605
429766.579,4581203.463,T01815J,30-40 µg/m³,41.37928917048369,2.1600676677809285
428739.762,4581774.963,T01816K,30-40 µg/m³,41.38434618412771,2.147721892091827
428835.127,4581868.526,T01817L,30-40 µg/m³,41.38519731390003,2.1488513546225354
428930.95,4581962.416,T01818M,30-40 µg/m³,41.38605141837521,2.149986285535538
429025.878,4582055.827,T01819N,30-40 µg/m³,41.386901118666394,2.1511105987095585
428832.472,4581680.14,T01820G,30-40 µg/m³,41.38350035416284,2.148841731139776
428927.68,4581773.736,T01821H,30-40 µg/m³,41.38435175641542,2.1499693126024053
429024.363,4581867.984,T01822I,40-50 µg/m³,41.385209150241025,2.1511144865960006
429119.78,4581961.683,T01823J,40-50 µg/m³,41.38606147663308,2.1522446146420706
429214.615,4582055.059,T01824K,40-50 µg/m³,41.3869108317203,2.153367849636938
428646.138,4581871.325,T01825L,30-40 µg/m³,41.385205782932196,2.1465909122752325
428741.123,4581965.335,T01826M,30-40 µg/m³,41.3860609159865,2.147715777513263
429220.561,4581763.67,T01827N,40-50 µg/m³,41.38428691654945,2.153473001323521
429118.881,4581867.801,T01829P,40-50 µg/m³,41.38521583549554,2.1522448469773976
429025.675,4581962.132,T01830I,40-50 µg/m³,41.38605722344271,2.1511191475752525
428931.958,4582057.178,T01831J,30-40 µg/m³,41.38690499457876,2.149987224077781
429110.497,4581682.771,T01832K,40-50 µg/m³,41.38354859673306,2.1521662313915852
429016.765,4581778.581,T01833L,30-40 µg/m³,41.38440325883473,2.1510340964918937
428929.639,4581868.268,T01834M,30-40 µg/m³,41.38520334535566,2.1499816512368057
428836.171,4581963.977,T01835N,30-40 µg/m³,41.3860570988543,2.1488526280926847
428742.018,4582060.094,T01836O,30-40 µg/m³,41.38691445489317,2.1477153353092397
428648.715,4582155.218,T01837P,30-40 µg/m³,41.38776293109132,2.1465882951184656
428837.179,4582058.739,T01838Q,30-40 µg/m³,41.38691067492452,2.1488535518054013
428932.603,4582151.794,T01839R,30-40 µg/m³,41.3877572236173,2.1499838383069187
429119.348,4581769.721,T01841L,40-50 µg/m³,41.38433250468083,2.1522619059866295
429359.578,4581906.953,T01843N,40-50 µg/m³,41.3855896356287,2.1551187749810703
429326.499,4581844.084,T01844O,40-50 µg/m³,41.38502049102328,2.1547305148521025
429280.476,4581891.844,T01845P,40-50 µg/m³,41.38544660420662,2.1541745531487613
429214.13,4581959.873,T01846Q,40-50 µg/m³,41.38605348232664,2.1533731710479516
429119.984,4582055.379,T01847R,40-50 µg/m³,41.386905381173115,2.1522360921698893
429026.524,4582150.443,T01848S,30-40 µg/m³,41.3877533479667,2.151107239569588
428907.727,4581698.079,T01849T,30-40 µg/m³,41.3836685778774,2.1497395753464494
428833.168,4581773.993,T01850M,30-40 µg/m³,41.38434571597207,2.1488390308561907
428740.079,4581869.884,T01851N,30-40 µg/m³,41.38520113116358,2.1477145190215867
428646.146,4581966.215,T01852O,30-40 µg/m³,41.386060423012225,2.1465798323853624
429213.231,4581865.991,T01853P,40-50 µg/m³,41.38520784104656,2.1533733887579354
429309.37,4581958.499,T01854Q,40-50 µg/m³,41.386049482057025,2.154512320126139
429022.132,4581678.632,T01855R,40-50 µg/m³,41.38350352712191,2.1511099879021787
429211.71,4581676.72,T01856S,50-60 µg/m³,41.38350300946484,2.153377312222595
429306.93,4581769.943,T01857T,50-60 µg/m³,41.384351009404114,2.1545051406702758
429306.009,4581676.281,T01858U,40-50 µg/m³,41.383507347265024,2.1545050545789883
429402.067,4581863.205,T01859V,50-60 µg/m³,41.385199342417984,2.1556320012868597
429591.55,4581862.237,T01860O,40-50 µg/m³,41.385207230181344,2.1578981401662816
429662.436,4581931.936,T01861P,40-50 µg/m³,41.38584118640411,2.1587377741415392
429782.364,4582049.006,T01863R,40-50 µg/m³,41.38690607349528,2.1601584388477044
429877.876,4582142.819,T01864S,40-50 µg/m³,41.38775934723887,2.161289838465537
429831.889,4581807.048,T01865T,30-40 µg/m³,41.384731160268935,2.160778747189885
429732.905,4581907.027,T01866U,40-50 µg/m³,41.38562299785884,2.1595834103167135
429686.089,4581860.663,T01867V,30-40 µg/m³,41.3852013223665,2.1590289148920623
429592.586,4581956.264,T01868W,40-50 µg/m³,41.38605418998115,2.1578996026409247
429497.185,4581862.957,T01869X,40-50 µg/m³,41.38520545044537,2.1567695456639684
429756.558,4581835.754,T01871R,40-50 µg/m³,41.38498313156994,2.159874541802756
429804.04,4581882.441,T01872S,40-50 µg/m³,41.385407770304134,2.1604369682280953
429876.232,4581952.966,T01873T,40-50 µg/m³,41.38604926158686,2.161292152781616
429971.997,4582046.75,T01874U,40-50 µg/m³,41.38690228513954,2.1624265818004904
429879.439,4581853.098,T01875V,30-40 µg/m³,41.38515006331648,2.161342064363384
429781.212,4581953.878,T01876W,40-50 µg/m³,41.38604918710978,2.160155687568208
429687.816,4582049.689,T01877X,40-50 µg/m³,41.38690396641069,2.159027630275189
429594.427,4582144.821,T01878Y,40-50 µg/m³,41.387752619339906,2.157899706058534
429688.991,4582144.44,T01879Z,50-60 µg/m³,41.387757459057504,2.159030685415421
429975.87,4581947.932,T01880S,40-50 µg/m³,41.38601260134417,2.162484322046346
429877.385,4582048.094,T01881T,40-50 µg/m³,41.38690614817295,2.1612949309433978
429783.54,4582143.758,T01882U,40-50 µg/m³,41.387759575345235,2.160161520621535
429975.419,4582331.275,T01883V,40-50 µg/m³,41.389465204535675,2.1624346169769364
429882.209,4582426.222,T01884W,40-50 µg/m³,41.390312239861956,2.1613088539352634
429788.862,4582521.949,T01885X,40-50 µg/m³,41.391166277005986,2.160181332714811
429598.234,4582429.54,T01886Y,40-50 µg/m³,41.39031731798596,2.15791214500315
429693.718,4582522.939,T01887Z,40-50 µg/m³,41.3911668823953,2.1590432864581572
429595.973,4582239.605,T01888A,40-50 µg/m³,41.38860644144468,2.15790717948491
429691.56,4582333.562,T01889B,40-50 µg/m³,41.38946104058996,2.1590394586773014
429787.319,4582427.054,T01890U,50-60 µg/m³,41.3903114556654,2.1601738785396036
429690.537,4582239.224,T01891V,40-50 µg/m³,41.388611281227895,2.159038173640808
429597.618,4582335.059,T01892W,40-50 µg/m³,41.389466306547796,2.1579157590672424
429692.176,4582428.043,T01893X,40-50 µg/m³,41.390312052202596,2.1590358592695753
429599.388,4582523.272,T01894Y,40-50 µg/m³,41.391161630408554,2.1579150522475254
429388.472,4581973.609,T01896A,40-50 µg/m³,41.3861925197888,2.1554565513292543
429309.855,4582053.686,T01897B,40-50 µg/m³,41.386906840652756,2.154507013564645
429404.677,4582052.462,T01898C,40-50 µg/m³,41.386904143613144,2.1556411611901645
429499.97,4582145.869,T01899D,40-50 µg/m³,41.38775378532221,2.156769929093785
429972.488,4582141.476,T01906L,30-40 µg/m³,41.387755493402004,2.1624215040031514
429901.84,4582214.12,T01907M,40-50 µg/m³,41.38840362003711,2.1615681847448047
429762.928,4582355.441,T01908N,40-50 µg/m³,41.38966433239558,2.1598904675915263
429761.548,4582215.635,T01909O,50-60 µg/m³,41.388405027026344,2.1598901739437713
429903.596,4582354.431,T01910H,50-60 µg/m³,41.38966750683881,2.161572949232258
429973.842,4582236.831,T01911I,40-50 µg/m³,41.38861444186021,2.1624266743417513
429832.24,4582238.99,T01912J,40-50 µg/m³,41.38862154733415,2.16073291621438
429786.641,4582285.035,T01913K,40-50 µg/m³,41.389032279928266,2.1601822318561497
429832.775,4582330.326,T01914L,40-50 µg/m³,41.38944422632138,2.1607287346869986
429878.374,4582284.281,T01915M,40-50 µg/m³,41.389033491141134,2.161279419168333
429901.444,4582538.078,T01916N,50-60 µg/m³,41.39132136534205,2.161525958131029
429995.225,4582443.882,T01917O,50-60 µg/m³,41.390481141877494,2.162658478368263
429504.292,4582430.25,T01918P,40-50 µg/m³,41.39031548455989,2.156788522333576
429410.642,4582525.615,T01919Q,40-50 µg/m³,41.39116618984617,2.1556573609134246
429500.958,4582240.734,T01920J,40-50 µg/m³,41.38860828799339,2.156770704842172
429408.149,4582336.189,T01921K,40-50 µg/m³,41.38945987804063,2.155649620838699
429314.697,4582431.7,T01922L,30-40 µg/m³,41.390311904625946,2.1545208108035157
429219.902,4582528.557,T01923M,30-40 µg/m³,41.39117592448272,2.153375751611479
429310.548,4582148.388,T01924N,40-50 µg/m³,41.38775984917483,2.154504250836793
429406.359,4582242.03,T01925O,40-50 µg/m³,41.3886116639357,2.15563918606126
429502.603,4582336.188,T01926P,40-50 µg/m³,41.389468153039196,2.1567792694470374
429097.617,4582125.284,T01927Q,40-50 µg/m³,41.38753301939444,2.1519604171321975
429145.662,4582172.144,T01928R,40-50 µg/m³,41.387959304087694,2.152529526066101
429218.275,4582242.667,T01929S,30-40 µg/m³,41.38860087247349,2.1533897001496056
429314.589,4582336.316,T01930L,40-50 µg/m³,41.389452805355425,2.154530650030407
429409.838,4582430.25,T01931M,40-50 µg/m³,41.39030720050766,2.155658859171481
429505.446,4582523.981,T01932N,40-50 µg/m³,41.391159787866854,2.1567914151545873
429405.371,4582147.164,T01933O,40-50 µg/m³,41.387757152391224,2.155638425247192
429312.799,4582242.157,T01934P,30-40 µg/m³,41.388604591286054,2.1545202297995125
429030.347,4582531.106,T01935Q,40-50 µg/m³,41.39118217882286,2.1511083611249115
428933.683,4582343.119,T01936R,30-40 µg/m³,41.389480513647904,2.1499743088344645
429029.228,4582436.671,T01937S,30-40 µg/m³,41.390331538493356,2.1511060429311692
429124.435,4582530.43,T01938T,40-50 µg/m³,41.39118438695201,2.1522337398215505
429216.025,4582148.897,T01939U,30-40 µg/m³,41.387756121425184,2.153373747900836
429122.529,4582244.449,T01940N,30-40 µg/m³,41.388608491325506,2.152244407349701
429028.841,4582341.196,T01941O,30-40 µg/m³,41.38947159572483,2.151112601008312
428935.797,4582437.434,T01942P,30-40 µg/m³,41.39033016109954,2.149988526623068
428936.915,4582531.87,T01943Q,40-50 µg/m³,41.39118081023101,2.1499908181702936
429003.448,4582221.491,T01944R,30-40 µg/m³,41.38839121526348,2.150822936713207
429051.409,4582268.637,T01945S,30-40 µg/m³,41.38882007401004,2.1513910074050546
429074.541,4582196.332,T01946T,30-40 µg/m³,41.38817088891223,2.151676123576308
429228.412,4582441.3,T01947U,30-40 µg/m³,41.39039078089141,2.153487727275254
429315.501,4582527.065,T01948V,40-50 µg/m³,41.391170893806716,2.1545192975623
429138.574,4582451.192,T01950P,30-40 µg/m³,41.39047196477935,2.1524121135521694
428647.04,4582060.974,T01951Q,30-40 µg/m³,41.386913961683504,2.1465793633647605
428932.502,4582247.599,T01952R,30-40 µg/m³,41.388620095509864,2.1499713909079383
428838.543,4582342.733,T01953S,40-50 µg/m³,41.389468625586005,2.148836503074084
428745.299,4582437.299,T01954T,30-40 µg/m³,41.39031209163849,2.1477102038764824
428650.694,4582535.068,T01955U,30-40 µg/m³,41.39118427374744,2.1465672206174125
428842.232,4582532.772,T01956V,30-40 µg/m³,41.39118056302264,2.1488582971906705
428650.158,4582250.236,T01957W,30-40 µg/m³,41.38861885092749,2.1465943611279488
428744.927,4582343.3,T01958X,30-40 µg/m³,41.38946544460238,2.1477168124667156
428840.656,4582437.048,T01959Y,40-50 µg/m³,41.390318272949905,2.1488506940846794
428746.875,4582533.024,T01960R,30-40 µg/m³,41.39117439064991,2.147717791792082
428649.35,4582345.311,T01961S,30-40 µg/m³,41.38947508434184,2.1465734990042504
430070.648,4583226.278,T01965W,50-60 µg/m³,41.397534476691554,2.1634701915681904
430142.738,4583247.903,T01966X,50-60 µg/m³,41.39773551159395,2.164329985103954
430096.728,4583297.209,T01971U,50-60 µg/m³,41.39817559521455,2.163773952601316
430171.312,4583370.506,T01972V,40-50 µg/m³,41.39884223633524,2.164657627900092
430268.443,4583464.807,T01973W,40-50 µg/m³,41.39970000222686,2.165808601269493
430363.774,4583557.65,T01974X,40-50 µg/m³,41.40054446916219,2.166938241308349
430459.875,4583651.376,T01975Y,40-50 µg/m³,41.40139694463373,2.168077019905573
430532.715,4583723.154,T01976Z,30-40 µg/m³,41.40204972135209,2.1689400951988467
430579.862,4583769.362,T01977A,40-50 µg/m³,41.402469973329936,2.1694987742675904
430360.023,4583366.194,T01978B,40-50 µg/m³,41.398819765632346,2.1669153950118463
430457.299,4583461.496,T01979C,40-50 µg/m³,41.39968653742242,2.1680680175145066
430553.744,4583555.698,T01980V,40-50 µg/m³,41.40054331871869,2.1692108565389185
430650.72,4583648.073,T01981W,40-50 µg/m³,41.401383679443825,2.1703602867080694
430746.115,4583739.865,T01982X,30-40 µg/m³,41.4022186417713,2.1714909010295114
430074.912,4583088.413,T01983Y,40-50 µg/m³,41.39629314510133,2.163537115303478
430169.959,4583180.365,T01984Z,40-50 µg/m³,41.397129584413605,2.1646633730729494
430036.536,4582859.286,T01986B,50-60 µg/m³,41.394226139171614,2.1631045703927962
430095.722,4582918.962,T01987C,50-60 µg/m³,41.394768767313224,2.163805585994643
430169.489,4582991.715,T01988D,50-60 µg/m³,41.39543043758708,2.164679506730324
430264.333,4583084.632,T01989E,50-60 µg/m³,41.39627553966218,2.16580322539342
430359.683,4583178.664,T01990X,40-50 µg/m³,41.39713071716035,2.1669328973049646
430456.357,4583272.104,T01991Y,50-60 µg/m³,41.39798066628052,2.1680785036859294
430263.477,4582894.01,T01992Z,50-60 µg/m³,41.394558597533646,2.1658149390298327
430357.96,4582987.618,T01993A,50-60 µg/m³,41.39540988098597,2.1669342604016215
430422.231,4583050.922,T01994B,50-60 µg/m³,41.39598560226083,2.167695725609903
430454.186,4583082.587,T01995C,50-60 µg/m³,41.396273562510515,2.1680743027896527
430485.564,4583114.181,T01996D,40-50 µg/m³,41.39656083217961,2.1684459899002113
430548.969,4583176.428,T01997E,40-50 µg/m³,41.39712694874382,2.1691972447029704
430644.402,4583268.895,T01998F,50-60 µg/m³,41.39796800506679,2.170328148277003
430122.431,4582568.862,T01999G,50-60 µg/m³,41.391617856323364,2.1641654412236395
430246.004,4582689.748,T02000I,50-60 µg/m³,41.39271736292519,2.165629475956324
430334.699,4582776.302,T02001J,50-60 µg/m³,41.39350461375078,2.166680347415886
430382.5,4582823.852,T02002K,60-70 µg/m³,41.39393702006298,2.1672466074514842
430427.291,4582867.823,T02003L,50-60 µg/m³,41.39433692836953,2.1677772844317804
430475.04,4582914.279,T02004M,50-60 µg/m³,41.39475947156518,2.1683430625993347
430515.528,4582954.159,T02005N,50-60 µg/m³,41.395122156816846,2.1688227548415395
430546.319,4582985.487,T02006O,50-60 µg/m³,41.395406977624006,2.1691874482694296
430578.7,4583017.438,T02007P,50-60 µg/m³,41.39569754570695,2.1695710913785153
430644.028,4583079.617,T02008Q,50-60 µg/m³,41.39626320840892,2.1703453551608445
430739.528,4583172.893,T02009R,50-60 µg/m³,41.39711154573903,2.1714769677958032
430835.118,4583266.808,T02010K,50-60 µg/m³,41.39796563509395,2.172609613394429
431025.024,4583453.284,T02012M,40-50 µg/m³,41.39966147647336,2.1748599086202622
429601.444,4582617.951,T02013N,40-50 µg/m³,41.39201455095834,2.157928637451911
429679.57,4582694.4,T02014O,40-50 µg/m³,41.392709934996155,2.1588541675299617
429742.065,4582757.905,T02015P,40-50 µg/m³,41.39328736423496,2.1595942642908943
429842.969,4582858.978,T02016Q,40-50 µg/m³,41.39420650225345,2.160789416444516
429969.55,4582984.084,T02017R,40-50 µg/m³,41.39534432136405,2.1622889411862567
429772.935,4582600.609,T02018S,50-60 µg/m³,41.3918733499548,2.1599817237210797
429837.579,4582663.87,T02019T,50-60 µg/m³,41.39244876188226,2.160747552242419
429900.068,4582724.915,T02020M,40-50 µg/m³,41.39300402220174,2.161487876014535
429965.996,4582789.446,T02021N,50-60 µg/m³,41.39359097450967,2.1622689415686875
429994.766,4582629.71,T02022O,50-60 µg/m³,41.3921547917334,2.162631510513255
430058.021,4582691.638,T02023P,50-60 µg/m³,41.39271805957471,2.1633809069116334
430128.854,4582761.184,T02024Q,50-60 µg/m³,41.39335059375,2.1642200740044424
430190.398,4582821.654,T02025R,50-60 µg/m³,41.39390057115246,2.164949201306838
431081.352,4582868.05,T02026S,40-50 µg/m³,41.39439529021687,2.175600298769571
431021.867,4582928.649,T02027T,40-50 µg/m³,41.3949359863268,2.174881911913181
431072.78,4582979.627,T02028U,40-50 µg/m³,41.3953994944377,2.175485071411737
431132.003,4582914.789,T02029V,40-50 µg/m³,41.39482059282544,2.1762008068372625
430739.512,4582694.799,T02030O,40-50 µg/m³,41.392805506793245,2.1715314573198805
430639.942,4582795.482,T02031P,40-50 µg/m³,41.393703745002654,2.1703290263000588
430546.531,4582891.46,T02032Q,40-50 µg/m³,41.39456012574515,2.1692007680786456
430475.527,4582963.692,T02033R,50-60 µg/m³,41.395204560171194,2.1683432144559873
430428.337,4583011.494,T02034S,40-50 µg/m³,41.395631015723254,2.1677732894442334
430358.411,4583082.689,T02035T,40-50 µg/m³,41.39626619257533,2.1669287209273795
430264.499,4583178.566,T02036U,40-50 µg/m³,41.39712158564245,2.1657943928159518
430153.298,4583291.865,T02037V,50-60 µg/m³,41.39813237948043,2.1644512252260486
430075.224,4583370.718,T02038W,40-50 µg/m³,41.398835795476586,2.1635082452236047
431038.23,4582581.284,T02039X,30-40 µg/m³,41.391808782091985,2.1751171816173303
430938.788,4582681.614,T02040Q,40-50 µg/m³,41.39270389018982,2.1739163891306887
430834.083,4582788.52,T02041R,40-50 µg/m³,41.393657760626446,2.172651864119116
430736.092,4582890.193,T02042S,40-50 µg/m³,41.39456506301637,2.1714682052309717
430642.813,4582985.81,T02043T,40-50 µg/m³,41.395418214779006,2.1703415668854684
430571.62,4583058.257,T02044U,50-60 µg/m³,41.39606457772876,2.1694817276884164
430524.51,4583106.86,T02045V,40-50 µg/m³,41.39649826010875,2.168912667404555
430454.881,4583178.491,T02046W,40-50 µg/m³,41.39713739781996,2.1680716008811207
430367.162,4583268.139,T02047X,40-50 µg/m³,41.39793723585144,2.1670120653651073
431133.894,4582674.386,T02048Y,30-40 µg/m³,41.3926555198793,2.176250762046947
431034.652,4582775.854,T02049Z,40-50 µg/m³,41.39356090643592,2.175052231669167
430931.01,4582881.804,T02050S,40-50 µg/m³,41.394506270123735,2.1738005295606175
430832.026,4582982.431,T02051T,40-50 µg/m³,41.39540407781088,2.172605113154307
430738.374,4583078.074,T02052U,40-50 µg/m³,41.3962574426336,2.171474010373205
430644.345,4583174.056,T02053V,40-50 µg/m³,41.3971138166804,2.1703383297898196
430550.445,4583270.041,T02054W,40-50 µg/m³,41.397970217274064,2.1692041620611993
430486.593,4583335.409,T02055X,50-60 µg/m³,41.39855344751483,2.1684328997205364
430439.138,4583383.788,T02056Y,40-50 µg/m³,41.39898507691523,2.167859709564207
430362.889,4583463.095,T02057Z,40-50 µg/m³,41.39969276805484,2.1669385312261693
430946.777,4583056.104,T02058A,40-50 µg/m³,41.3960774885635,2.1739692388953493
430899.896,4583104.288,T02059B,40-50 µg/m³,41.396507439293785,2.1734029948774483
430833.723,4583171.96,T02060U,40-50 µg/m³,41.39711125008263,2.172603761943676
430739.586,4583267.732,T02061V,40-50 µg/m³,41.39796573445132,2.171466813153314
431322.093,4582672.261,T02063X,30-40 µg/m³,41.392652473560474,2.1785019429988806
431228.814,4582767.001,T02064Y,30-40 µg/m³,41.393497796767306,2.177375528534059
430337.178,4582593.817,T02065Z,40-50 µg/m³,41.391861246630015,2.1667309877358485
430428.503,4582682.478,T02066A,40-50 µg/m³,41.3926676920717,2.1678130728301115
430475.538,4582728.908,T02067B,40-50 µg/m³,41.39308993918385,2.168370300140056
430544.848,4582797.058,T02068C,40-50 µg/m³,41.39370973258084,2.1691914650461075
430641.435,4582891.16,T02069D,40-50 µg/m³,41.394565614342945,2.170335925476444
430737.16,4582984.268,T02070W,40-50 µg/m³,41.39541245799684,2.1714702193239743
430832.568,4583077.142,T02071X,40-50 µg/m³,41.396257155789755,2.1726007776927028
430928.639,4583171.618,T02072Y,40-50 µg/m³,41.39711632826806,2.1737391128910333
431118.521,4583357.857,T02074A,30-40 µg/m³,41.39881001116598,2.1759891487897054
431214.571,4583451.741,T02075B,40-50 µg/m³,41.3996638168138,2.177127389228092
430543.264,4582606.877,T02076C,40-50 µg/m³,41.39199669758536,2.169194330294605
430638.641,4582700.482,T02077D,40-50 µg/m³,41.3928479986207,2.1703243458733468
430734.599,4582794.514,T02078E,40-50 µg/m³,41.393703184598074,2.1714612912099565
430830.958,4582888.356,T02079F,40-50 µg/m³,41.394556682712114,2.172603084318437
430927.02,4582981.087,T02080Y,40-50 µg/m³,41.39540013771516,2.1737414816389564
431022.476,4583074.731,T02081Z,40-50 µg/m³,41.39625175272412,2.1748725559886894
431117.779,4583168.372,T02082A,40-50 µg/m³,41.39710331663574,2.1760018301416797
431213.032,4583261.229,T02083B,30-40 µg/m³,41.39794780409334,2.177130624776029
431309.282,4583354.457,T02084C,30-40 µg/m³,41.39879570727461,2.17827133221402
430838.996,4582688.804,T02085D,40-50 µg/m³,41.392760072929214,2.1727220139152164
430934.135,4582781.967,T02086E,40-50 µg/m³,41.39360733836249,2.173849292935884
431221.033,4583063.166,T02087F,40-50 µg/m³,41.39616459737866,2.177248825784445
431316.105,4583156.061,T02088G,50-60 µg/m³,41.39700939953218,2.178375451423357
431411.387,4583249.304,T02089H,40-50 µg/m³,41.39785734303962,2.1795045787128458
431039.305,4582675.501,T02090A,40-50 µg/m³,41.392657457399785,2.175119311159894
431134.306,4582768.738,T02091B,40-50 µg/m³,41.39350535430991,2.176244960970275
431230.796,4582862.118,T02092C,30-40 µg/m³,41.3943546556383,2.177388433333486
431325.306,4582955.992,T02093D,30-40 µg/m³,41.395208225974955,2.1785081968802826
431419.444,4583049.183,T02094E,30-40 µg/m³,41.39605560226206,2.1796236175660093
430641.536,4582601.198,T02095F,40-50 µg/m³,41.39195402936817,2.1703703413140643
430567.371,4582677.825,T02096G,40-50 µg/m³,41.39263778467677,2.169474523130327
430520.515,4582725.796,T02097H,40-50 µg/m³,41.39306579728215,2.1689086035289304
430450.624,4582797.976,T02098I,50-60 µg/m³,41.39370985775907,2.168064385047772
